task,split,fixed,fixed_held_out,fixed_detail,state,state_held_out,state_detail
7c66cb00,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
7ed72f31,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
800d221b,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
80a900e0,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
8698868d,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
88bcf3b4,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
88e364bc,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
89565ca0,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
898e7135,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
8b7bacbf,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
8b9c3697,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
8e5c0c38,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
8f215267,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
8f3a5a89,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
9385bd28,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
97d7923e,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
981571dc,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
9aaea919,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
9bbf930d,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
a251c730,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
a25697e4,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
a32d8b75,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
a395ee82,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
a47bf94d,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
a6f40cea,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
aa4ec2a5,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
abc82100,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
b0039139,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
b10624e5,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
b5ca7ac4,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
b6f77b65,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
b99e7126,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
b9e38dc0,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
bf45cf4b,evaluation,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
c4d067a0,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
c7f57c3e,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
cb2d8a2c,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
cbebaa4b,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d35bdbdc,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d59b0160,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d8e07eb2,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
da515329,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
db0c5428,evaluation,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
